f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;is_valid
25200.0;9;2800.0;1782.0088539498213;400.0;5600.0;3180.0;6;530.0;112.21259584675272;730.0;49380579.523601145;22819810.292831935;5486731.058177905;2535534.476981326;0.46212115193839204;7.5600000000000005;2.5440000000000005;2880.0;320.0;178.20088539498212;0.42452868164065727;1
29100.0;9;3233.3333333333335;1423.610433604175;1000.0;6400.0;2985.0;6;497.5;129.89579156641938;665.0;42928187.45082578;30452562.450825896;4769798.605647309;3383618.0500917663;0.709383839830398;8.729999999999999;2.3880000000000003;3270.0;363.3333333333333;142.36104336041748;0.34484157464461396;1
21300.0;9;2366.6666666666665;1568.4387141358122;400.0;5800.0;3375.0;6;562.5;130.7271331183138;715.0;15903333.333332729;47791458.33333317;1767037.0370369698;5310162.037037019;3.0051220918047568;6.389999999999999;2.7;2490.0;276.6666666666667;156.8438714135812;0.4571859232086131;1
35200.0;9;3911.1111111111113;1753.3741721761278;1900.0;7100.0;2680.0;6;446.6666666666667;64.26939828219614;550.0;57926571.699502446;55433050.57274237;6436285.744389161;6159227.841415819;0.9569537596718936;10.56;2.144;3880.0;431.1111111111111;175.33741721761277;0.3004216614023339;1
30900.0;9;3433.3333333333335;1058.3005244258363;2000.0;5100.0;2895.0;6;482.5;63.29494450586081;560.0;48955762.34718664;26811590.83555879;5439529.149687405;2979065.648395421;0.5476697644991241;9.270000000000001;2.3160000000000003;3450.0;383.3333333333333;105.83005244258362;0.31224062438247163;1
31500.0;9;3500.0;1442.9907214608909;400.0;5500.0;2865.0;6;477.5;128.3793207646777;680.0;43820722.99462854;56627597.99462887;4868969.221625393;6291955.332736541;1.2922561319120676;9.45;2.2920000000000003;3510.0;390.0;144.2990721460891;0.3338309575430139;1
34100.0;9;3788.8888888888887;1638.0506330828757;400.0;5900.0;2735.0;6;455.8333333333333;123.40369614489762;615.0;38588725.50462255;64409350.50462259;4287636.167180283;7156594.500513622;1.6691235500096262;10.229999999999999;2.188;3770.0;418.8888888888889;163.80506330828757;0.3234922535797206;1
34500.0;9;3833.3333333333335;2461.706725018234;400.0;8200.0;2715.0;6;452.5;55.283360968739956;530.0;82166255.62345484;53452993.8668366;9129583.958161648;5939221.540759622;0.6505467903003497;10.35;2.172;3810.0;423.3333333333333;246.17067250182342;0.36806075446878833;1
25600.0;9;2844.4444444444443;1518.1209958447619;700.0;5400.0;3160.0;6;526.6666666666666;130.78820877875634;665.0;16090607.699976124;51728286.27140481;1787845.2999973472;5747587.363489423;3.2148124692320703;7.68;2.5280000000000005;2920.0;324.44444444444446;151.8120995844762;0.3995335282344054;1
25200.0;9;2800.0;2156.128217172831;400.0;7200.0;3180.0;6;530.0;93.63047936792093;640.0;69418929.57030225;17959346.236969125;7713214.39670025;1995482.9152187917;0.25870963940435376;7.5600000000000005;2.5440000000000005;2880.0;320.0;215.61282171728305;0.4524064635821504;1
20700.0;9;2300.0;964.9409884086753;400.0;3600.0;3405.0;6;567.5;117.9954095152293;740.0;10067774.305555094;20377149.30555535;1118641.5895061216;2264127.700617261;2.0239974285390816;6.21;2.724;2430.0;270.0;96.49409884086752;0.43023613452529896;1
24200.0;9;2688.8888888888887;1975.0918090866023;400.0;6600.0;3230.0;6;538.3333333333334;123.58083274611086;740.0;40146320.35502162;36315070.35502188;4460702.261669069;4035007.8172246534;0.9045678416821452;7.26;2.584;2780.0;308.8888888888889;197.50918090866023;0.44578745740787556;1
25700.0;9;2855.5555555555557;1585.427465043286;400.0;5200.0;3155.0;6;525.8333333333334;79.96961228422262;615.0;46491056.48379886;21359181.483799215;5165672.942644318;2373242.3870888017;0.45942559922772314;7.710000000000001;2.5240000000000005;2930.0;325.55555555555554;158.54274650432862;0.4069270242848016;1
26000.0;9;2888.8888888888887;1112.9983971681027;400.0;4400.0;3140.0;6;523.3333333333334;94.94150245750743;610.0;22442463.561048206;29831213.561048727;2493607.0623386893;3314579.2845609696;1.3292307896546907;7.8000000000000025;2.5120000000000005;2960.0;328.8888888888889;111.29983971681025;0.3719003259195264;1
29100.0;9;3233.3333333333335;1277.1496040445345;1500.0;5500.0;2985.0;6;497.5;99.32060880468532;605.0;33515508.126132805;35224832.62108198;3723945.3473480893;3913870.291231331;1.0510010019396476;8.73;2.3880000000000003;3270.0;363.3333333333333;127.71496040445345;0.3357669752541082;1
25200.0;9;2800.0;1407.9141387961918;400.0;4500.0;3180.0;6;530.0;126.09520212918491;720.0;15747552.24660308;38948802.246603385;1749728.027400342;4327644.694067042;2.473324211704398;7.5600000000000005;2.5440000000000005;2880.0;320.0;140.79141387961917;0.3983722514131041;1
17900.0;9;1988.888888888889;1190.1862080685287;400.0;4000.0;3545.0;6;590.8333333333334;106.16091036200136;735.0;11558124.999999573;16454999.999999797;1284236.1111110637;1828333.3333333107;1.4236738225274777;5.370000000000001;2.8360000000000003;2150.0;238.88888888888889;119.01862080685288;0.4945884020014311;1
22000.0;9;2444.4444444444443;1720.5368097138307;400.0;5600.0;3340.0;6;556.6666666666666;86.4420165325996;680.0;26295612.909225903;37788112.909225896;2921734.767691767;4198679.212136211;1.4370500904342036;6.600000000000001;2.672;2560.0;284.44444444444446;172.05368097138307;0.458342793992892;1
25400.0;9;2822.222222222222;1307.9056861833033;400.0;5500.0;3170.0;6;528.3333333333334;52.80993172584954;595.0;42259408.768208675;14213158.76820907;4695489.863134298;1579239.863134341;0.3363312261694841;7.62;2.536;2900.0;322.22222222222223;130.7905686183303;0.38396571801273294;1
26200.0;9;2911.1111111111113;1330.3670708529569;1400.0;6000.0;3130.0;6;521.6666666666666;83.94773506308685;620.0;20388281.24999957;35296614.5833331;2265364.5833332855;3921846.0648147888;1.73122070225188;7.860000000000001;2.5040000000000004;2980.0;331.1111111111111;133.0367070852957;0.36585357673945523;1
28400.0;9;3155.5555555555557;1672.7297125830057;800.0;6300.0;3020.0;6;503.3333333333333;186.89717910004836;740.0;16485871.212120438;78953141.62028375;1831763.468013382;8772571.291142639;4.789139779415313;8.52;2.4160000000000004;3200.0;355.55555555555554;167.27297125830057;0.36898532353506613;1
25000.0;9;2777.777777777778;1048.573398880358;700.0;4400.0;3190.0;6;531.6666666666666;107.30279068546581;725.0;39099190.340908825;14931690.340908924;4344354.482323203;1659076.704545436;0.38189257145015987;7.5;2.5520000000000005;2860.0;317.77777777777777;104.8573398880358;0.3782532383512953;1
30400.0;9;3377.777777777778;1452.7963669938804;400.0;4800.0;2920.0;6;486.6666666666667;77.06418681131262;585.0;47966753.347114146;37929253.34711435;5329639.260790461;4214361.483012705;0.7907404754421702;9.12;2.336;3400.0;377.77777777777777;145.27963669938802;0.34983587096236496;1
25300.0;9;2811.1111111111113;1497.7349153115215;600.0;6100.0;3175.0;6;529.1666666666666;99.47431270880382;680.0;38887234.21643218;24922859.216432273;4320803.801825797;2769206.579603586;0.6409007922168164;7.590000000000002;2.5400000000000005;2890.0;321.1111111111111;149.77349153115213;0.3933400935139423;1
22600.0;9;2511.1111111111113;1972.84027874334;400.0;6900.0;3310.0;6;551.6666666666666;124.65507967543437;710.0;34774616.25132433;34812116.25132482;3863846.250147148;3868012.9168138686;1.0010783727915058;6.780000000000001;2.6480000000000006;2620.0;291.1111111111111;197.28402787433396;0.4684073578363719;1
25500.0;9;2833.3333333333335;1438.363267359428;400.0;5600.0;3165.0;6;527.5;64.59811658761164;630.0;27443979.203125678;28424604.2031259;3049331.02256952;3158289.355902878;1.0357318810345308;7.65;2.5320000000000005;2910.0;323.3333333333333;143.83632673594278;0.39028617161443785;1
33500.0;9;3722.222222222222;1799.2453836587392;1900.0;7100.0;2765.0;6;460.8333333333333;57.9091721769723;540.0;59395280.307790376;53870905.307790816;6599475.589754486;5985656.145310091;0.9069896636336781;10.05;2.2120000000000006;3710.0;412.22222222222223;179.92453836587393;0.31411963310478624;1
30400.0;9;3377.777777777778;1430.4449795452367;400.0;6200.0;2920.0;6;486.6666666666667;156.8350159314629;710.0;19836497.163926154;55962343.93812007;2204055.240436239;6218038.215346674;2.82118074958773;9.12;2.336;3400.0;377.77777777777777;143.04449795452368;0.34008283839304193;1
30400.0;9;3377.777777777778;2008.1930948424356;400.0;6900.0;2920.0;6;486.6666666666667;163.03544263611994;645.0;38150045.28985498;57547273.550724745;4238893.921094998;6394141.505636083;1.5084457466169237;9.120000000000001;2.336;3400.0;377.77777777777777;200.81930948424358;0.3807345797637311;1
28900.0;9;3211.1111111111113;1673.6151452233537;1400.0;6500.0;2995.0;6;499.1666666666667;158.99205081456816;700.0;58648272.79816271;26586436.259701367;6516474.755351413;2954048.473300152;0.4533200210549806;8.67;2.3960000000000004;3250.0;361.1111111111111;167.36151452233537;0.35633123903444525;1
29300.0;9;3255.5555555555557;1508.5763053739784;400.0;5300.0;2975.0;6;495.8333333333333;140.87277554193673;675.0;14483490.196077911;71207865.19607839;1609276.6884531013;7911985.021786488;4.91648520018754;8.790000000000001;2.3800000000000003;3290.0;365.55555555555554;150.8576305373978;0.35694304030585955;1
27100.0;9;3011.1111111111113;1375.5358103052422;400.0;5600.0;3085.0;6;514.1666666666666;142.2854134789961;710.0;30976298.52174579;33068119.17391949;3441810.946860643;3674235.4637688324;1.0675297163315112;8.13;2.4680000000000004;3070.0;341.1111111111111;137.55358103052419;0.3684105924629138;1
21300.0;9;2366.6666666666665;869.2269873603532;400.0;3500.0;3375.0;6;562.5;95.29559276272958;710.0;12652830.882352622;18727205.882352937;1405870.0980391803;2080800.6535947707;1.4800803121831392;6.39;2.7;2490.0;276.6666666666667;86.92269873603531;0.4167487777341431;1
31000.0;9;3444.4444444444443;1983.885699614724;400.0;7600.0;2890.0;6;481.6666666666667;102.49661241014532;680.0;50509727.9134256;47351635.80816309;5612191.990380622;5261292.867573677;0.9374755668714841;9.3;2.3120000000000007;3460.0;384.44444444444446;198.3885699614724;0.3595091498715084;1
24700.0;9;2744.4444444444443;1200.102876248635;400.0;4800.0;3205.0;6;534.1666666666666;123.80820741058415;740.0;32824334.08699395;19878709.086993895;3647148.231888217;2208745.454110433;0.6056089069258673;7.41;2.564;2830.0;314.44444444444446;120.01028762486351;0.3877625417501023;1
24300.0;9;2700.0;2229.5988677587525;400.0;8400.0;3225.0;6;537.5;123.27983073750006;690.0;37574188.98809505;40346063.988095105;4174909.887566117;4482895.998677234;1.073770720663546;7.289999999999999;2.58;2790.0;310.0;222.95988677587525;0.4422080043844056;1
31800.0;9;3533.3333333333335;1700.9801096230765;800.0;6000.0;2850.0;6;475.0;142.33177204452045;705.0;34807100.81724657;67361496.11639206;3867455.6463607303;7484610.6795991175;1.9352802886419977;9.540000000000001;2.2800000000000002;3540.0;393.3333333333333;170.09801096230765;0.3436745913017261;1
22700.0;9;2522.222222222222;1489.054717133418;400.0;6000.0;3305.0;6;550.8333333333334;111.52042662918555;710.0;28073823.529411543;15067781.86274499;3119313.7254901715;1674197.9847494434;0.5367199749958971;6.8100000000000005;2.644;2630.0;292.22222222222223;148.9054717133418;0.4263113434852923;1
29500.0;9;3277.777777777778;1592.885416662882;400.0;5600.0;2965.0;6;494.1666666666667;86.14022805222244;580.0;59130050.77030774;28744744.397758678;6570005.641145305;3193860.488639853;0.4861275108560012;8.850000000000001;2.3720000000000003;3310.0;367.77777777777777;159.2885416662882;0.36221681686387014;1
31100.0;9;3455.5555555555557;2060.8041101101567;400.0;7300.0;2885.0;6;480.8333333333333;133.95946733579112;690.0;52413058.96944368;61202433.96944348;5823673.218827075;6800270.441049275;1.1676943718382078;9.33;2.3080000000000003;3470.0;385.55555555555554;206.08041101101563;0.3744578617286994;1
27300.0;9;3033.3333333333335;1756.2586496425986;400.0;5800.0;3075.0;6;512.5;119.88709966742321;680.0;41354519.7545889;37422644.75458923;4594946.639398767;4158071.6393988035;0.9049227261413579;8.19;2.4600000000000004;3090.0;343.3333333333333;175.62586496425988;0.3999426405167059;1
23700.0;9;2633.3333333333335;1200.0;400.0;4100.0;3255.0;6;542.5;104.3930872551754;680.0;24027907.46539182;24569782.465391975;2669767.4961546464;2729975.829487997;1.0225519013996802;7.110000000000001;2.604;2730.0;303.3333333333333;120.0;0.4035121660499171;1
24100.0;9;2677.777777777778;1054.912084570482;1300.0;4900.0;3235.0;6;539.1666666666666;114.61590446162154;710.0;24350208.333332796;21094583.333332945;2705578.7037036438;2343842.5925925495;0.8662999118761849;7.2299999999999995;2.5880000000000005;2770.0;307.77777777777777;105.49120845704817;0.38446457296133213;1
28500.0;9;3166.6666666666665;1146.0075625114055;400.0;4400.0;3015.0;6;502.5;121.88621743248906;675.0;26845287.490287423;39175912.49028734;2982809.721143047;4352879.165587482;1.45932177125915;8.55;2.412000000000001;3210.0;356.6666666666667;114.60075625114057;0.3492206037650292;1
23300.0;9;2588.8888888888887;1745.1166433122548;400.0;5800.0;3275.0;6;545.8333333333334;130.62084655810327;740.0;34757816.30434708;25410941.304347374;3861979.589371898;2823437.922705264;0.7310856666553383;6.99;2.6200000000000006;2690.0;298.8888888888889;174.5116643312255;0.4432408315532279;1
23500.0;9;2611.1111111111113;938.6094258641277;700.0;3900.0;3265.0;6;544.1666666666666;131.63765503161406;720.0;15043168.498168338;25250043.49816809;1671463.1664631488;2805560.3886853433;1.6785056619715812;7.050000000000001;2.612;2710.0;301.1111111111111;93.86094258641279;0.3933849475138252;1
36700.0;9;4077.777777777778;2493.893777376957;1400.0;8500.0;2605.0;6;434.1666666666667;81.51772131805997;580.0;110996752.9580791;41670151.48749155;12332972.550897678;4630016.831943505;0.37541775211414874;11.01;2.0840000000000005;4030.0;447.77777777777777;249.38937773769567;0.3181446277481965;1
31500.0;9;3500.0;2018.8005239635627;400.0;6100.0;2865.0;6;477.5;121.37236093938355;730.0;61512387.690655;39578094.657867804;6834709.743406111;4397566.0730964225;0.6434166538438653;9.45;2.2920000000000003;3510.0;390.0;201.88005239635626;0.362940124302056;1
25900.0;9;2877.777777777778;1675.1635261986135;400.0;6100.0;3145.0;6;524.1666666666666;113.04190471777366;695.0;33374007.001364823;27735246.75546407;3708223.0001516473;3081694.083940452;0.8310433552174255;7.77;2.516;2950.0;327.77777777777777;167.51635261986135;0.3999328478119618;1
29100.0;9;3233.3333333333335;1483.2396974191327;400.0;5300.0;2985.0;6;497.5;94.01905835166258;630.0;50633540.84798861;20772693.62576641;5625948.983109846;2308077.0695296014;0.4102555989147576;8.73;2.3880000000000003;3270.0;363.3333333333333;148.32396974191326;0.3563066454017263;1
23800.0;9;2644.4444444444443;1835.520580780596;400.0;7000.0;3250.0;6;541.6666666666666;132.1194745507094;695.0;30615613.44623783;40441863.446238175;3401734.827359759;4493540.3829153525;1.320955515631121;7.140000000000001;2.6;2740.0;304.44444444444446;183.5520580780596;0.43310791239899354;1
26300.0;9;2922.222222222222;1732.5496804021893;400.0;5600.0;3125.0;6;520.8333333333334;71.02914112453345;630.0;43335946.46096911;28930028.907777682;4815105.162329901;3214447.6564197424;0.667575794931207;7.890000000000001;2.5;2990.0;332.22222222222223;173.25496804021893;0.41280859879259424;1
29500.0;9;3277.777777777778;2096.440251568134;400.0;5800.0;2965.0;6;494.1666666666667;112.8943704924603;710.0;61619363.59026341;55102359.27991858;6846595.9544737125;6122484.364435398;0.8942377212189417;8.85;2.3720000000000003;3310.0;367.77777777777777;209.6440251568134;0.40003237143656534;1
35200.0;9;3911.1111111111113;1994.1271799653462;1400.0;8200.0;2680.0;6;446.6666666666667;91.95409482755814;570.0;75026471.78659388;47560343.73781257;8336274.642954876;5284482.63753473;0.6339141719617808;10.56;2.144;3880.0;431.1111111111111;199.4127179965346;0.3099241859382309;1
27300.0;9;3033.3333333333335;1941.9348884839344;1400.0;7400.0;3075.0;6;512.5;89.94211101221347;680.0;58171604.72972909;22798716.216215964;6463511.636636566;2533190.6906906627;0.3919217343606216;8.19;2.4600000000000004;3090.0;343.3333333333333;194.19348884839343;0.3849770578277713;1
27700.0;9;3077.777777777778;1151.5957795625045;2000.0;5200.0;3055.0;6;509.1666666666667;69.96526916184122;635.0;34720961.8794318;22893421.985815123;3857884.6532702;2543713.5539794583;0.6593544863564641;8.31;2.4440000000000004;3130.0;347.77777777777777;115.15957795625046;0.3428314304787949;1
25200.0;9;2800.0;1189.7712198383165;1400.0;5800.0;3180.0;6;530.0;142.85773809399802;730.0;24439622.331691306;30252122.33169119;2715513.5924101453;3361346.925743466;1.237831007415475;7.56;2.5440000000000005;2880.0;320.0;118.97712198383164;0.3699409129082582;1
23400.0;9;2600.0;1554.2057635833023;400.0;4600.0;3270.0;6;545.0;74.94442385305705;630.0;23322085.74076722;25328987.914680373;2591342.8600852466;2814331.9905200414;1.0860515734407523;7.02;2.6160000000000005;2700.0;300.0;155.4205763583302;0.43577423568045803;1
37200.0;9;4133.333333333333;2560.8158422225088;400.0;9400.0;2580.0;6;430.0;197.46307671731103;670.0;28345119.207410976;127954336.81617555;3149457.6897123307;14217148.535130616;4.5141576537353645;11.159999999999998;2.064;4080.0;453.3333333333333;256.0815842222509;0.3305254006321958;1
34300.0;9;3811.1111111111113;2063.13916396266;1300.0;6700.0;2725.0;6;454.1666666666667;106.43529594181727;590.0;62913584.0986924;85320539.94446391;6990398.233188044;9480059.993829323;1.3561544961517653;10.29;2.18;3790.0;421.1111111111111;206.31391639626597;0.32710688906366236;1
26400.0;9;2933.3333333333335;1765.093639316497;400.0;5700.0;3120.0;6;520.0;91.05858919765156;680.0;66394333.830286615;16865583.830287483;7377148.20336518;1873953.7589208314;0.2540214331150354;7.92;2.4960000000000004;3000.0;333.3333333333333;176.5093639316497;0.40278838438241243;1
27800.0;9;3088.8888888888887;1482.0739556029391;400.0;5700.0;3050.0;6;508.3333333333333;106.9527413808963;625.0;46379226.553805605;25193656.37836712;5153247.39486729;2799295.153151902;0.5432099293234091;8.34;2.4400000000000004;3140.0;348.8888888888889;148.20739556029392;0.36881679269996803;1
33900.0;9;3766.6666666666665;2206.052281036573;400.0;6900.0;2745.0;6;457.5;78.03578239072979;595.0;62816683.32412228;58739917.01977408;6979631.480458031;6526657.446641564;0.9351005801545929;10.17;2.196;3750.0;416.6666666666667;220.6052281036573;0.3630142247878574;1
22500.0;9;2500.0;1212.8936932440167;400.0;5000.0;3315.0;6;552.5;103.47101043287438;705.0;23839846.31470913;20042971.314709213;2648871.812745459;2226996.812745468;0.8407340823477853;6.75;2.652;2610.0;290.0;121.28936932440168;0.4148863521865073;1
32300.0;9;3588.8888888888887;1719.4601507090947;1300.0;6700.0;2825.0;6;470.8333333333333;60.512854465440284;590.0;71011111.52672583;33915486.52672576;7890123.502969537;3768387.391858418;0.4776081629698373;9.69;2.2600000000000002;3590.0;398.8888888888889;171.94601507090948;0.325305917659554;1
23600.0;9;2622.222222222222;1415.6096274340432;500.0;5700.0;3260.0;6;543.3333333333334;104.02991022884824;740.0;34540811.40350847;15595087.719298143;3837867.9337231633;1732787.5243664603;0.45149743406763393;7.08;2.6080000000000005;2720.0;302.22222222222223;141.56096274340433;0.41236235922412673;1
27300.0;9;3033.3333333333335;1409.4916341243984;1400.0;6000.0;3075.0;6;512.5;127.95669840483798;635.0;14346942.38189317;66577567.38189327;1594104.709099241;7397507.48687703;4.640540514466605;8.19;2.4600000000000004;3090.0;343.3333333333333;140.94916341243984;0.3601273797908432;1
